"Step","30/03/2025_21:53:38_3B-nn48-mbs3-gbs2M-tp2-4heads-bucket128 - tokens_per_sec_per_gpu","30/03/2025_21:53:38_3B-nn48-mbs3-gbs2M-tp2-4heads-bucket128 - tokens_per_sec_per_gpu__MIN","30/03/2025_21:53:38_3B-nn48-mbs3-gbs2M-tp2-4heads-bucket128 - tokens_per_sec_per_gpu__MAX"
"458","13643.984993090597","13643.984993090597","13643.984993090597"
"459","13745.339524206009","13745.339524206009","13745.339524206009"
"460","13813.92272613971","13813.92272613971","13813.92272613971"
"461","13855.336590464423","13855.336590464423","13855.336590464423"
"462","13920.639206911865","13920.639206911865","13920.639206911865"
"463","13785.096242850632","13785.096242850632","13785.096242850632"
"464","13651.661084470363","13651.661084470363","13651.661084470363"
"465","13743.594820593256","13743.594820593256","13743.594820593256"
"466","13760.980981186241","13760.980981186241","13760.980981186241"
"467","13726.14286908931","13726.14286908931","13726.14286908931"
"468","13985.148481945887","13985.148481945887","13985.148481945887"
"469","13907.777175960357","13907.777175960357","13907.777175960357"
"470","13187.002938313832","13187.002938313832","13187.002938313832"
"471","13892.848916139279","13892.848916139279","13892.848916139279"
"472","13922.557024299558","13922.557024299558","13922.557024299558"
"473","13900.432753919471","13900.432753919471","13900.432753919471"
"474","13613.46024675575","13613.46024675575","13613.46024675575"
"475","13736.77420345293","13736.77420345293","13736.77420345293"
"476","13869.669206139732","13869.669206139732","13869.669206139732"
"477","13865.616976766709","13865.616976766709","13865.616976766709"
"478","13965.829131087945","13965.829131087945","13965.829131087945"
"479","13807.794136384751","13807.794136384751","13807.794136384751"
"480","13754.275240247975","13754.275240247975","13754.275240247975"
"481","13263.993452880037","13263.993452880037","13263.993452880037"
"482","13913.889685825541","13913.889685825541","13913.889685825541"
"483","13850.674816250079","13850.674816250079","13850.674816250079"
"484","13940.452002988268","13940.452002988268","13940.452002988268"
"485","13773.160558755242","13773.160558755242","13773.160558755242"
"486","13844.238387029189","13844.238387029189","13844.238387029189"
"487","13808.386033330064","13808.386033330064","13808.386033330064"
"488","13668.126543311371","13668.126543311371","13668.126543311371"
"489","13895.748082242748","13895.748082242748","13895.748082242748"
"490","13919.067742679472","13919.067742679472","13919.067742679472"
"491","13821.717143404223","13821.717143404223","13821.717143404223"
"492","13497.44283891567","13497.44283891567","13497.44283891567"
"493","13907.979838942532","13907.979838942532","13907.979838942532"
"494","13746.102054783194","13746.102054783194","13746.102054783194"
"495","13920.78208489203","13920.78208489203","13920.78208489203"
"496","13961.327195431355","13961.327195431355","13961.327195431355"
"497","13823.244456579288","13823.244456579288","13823.244456579288"
"498","13896.347543989257","13896.347543989257","13896.347543989257"
"499","13805.404868411044","13805.404868411044","13805.404868411044"
"500","13795.4055521443","13795.4055521443","13795.4055521443"
"501","13748.456168392928","13748.456168392928","13748.456168392928"
"502","13979.420625905252","13979.420625905252","13979.420625905252"
"503","13729.594601463117","13729.594601463117","13729.594601463117"
"504","13917.451534819817","13917.451534819817","13917.451534819817"
"505","13753.709994652185","13753.709994652185","13753.709994652185"
"506","13859.218831041015","13859.218831041015","13859.218831041015"
"507","13802.735488404704","13802.735488404704","13802.735488404704"
"508","13922.48932763103","13922.48932763103","13922.48932763103"
"509","13931.393326179272","13931.393326179272","13931.393326179272"
"510","13627.945155696625","13627.945155696625","13627.945155696625"
"511","13810.236038398858","13810.236038398858","13810.236038398858"
"512","13746.659342171733","13746.659342171733","13746.659342171733"
"513","14006.30249060804","14006.30249060804","14006.30249060804"
"514","13961.501165905289","13961.501165905289","13961.501165905289"
"515","13731.79671883759","13731.79671883759","13731.79671883759"
"516","13647.980976359737","13647.980976359737","13647.980976359737"
"517","13926.311458896264","13926.311458896264","13926.311458896264"
"518","13973.030693728031","13973.030693728031","13973.030693728031"
"519","13912.905614496742","13912.905614496742","13912.905614496742"
"520","13902.232507303177","13902.232507303177","13902.232507303177"
"521","13318.209845317402","13318.209845317402","13318.209845317402"
"522","13885.991625233793","13885.991625233793","13885.991625233793"
"523","13899.00827960034","13899.00827960034","13899.00827960034"
"524","13911.298346988318","13911.298346988318","13911.298346988318"
"525","14004.049508523136","14004.049508523136","14004.049508523136"
"526","13685.75097797836","13685.75097797836","13685.75097797836"
"527","13803.741006207712","13803.741006207712","13803.741006207712"
"528","13905.443224403834","13905.443224403834","13905.443224403834"
"529","13874.48570653274","13874.48570653274","13874.48570653274"
"530","13927.63615138164","13927.63615138164","13927.63615138164"
"531","13876.136780873292","13876.136780873292","13876.136780873292"
"532","13986.788043457613","13986.788043457613","13986.788043457613"
"533","13259.216190670732","13259.216190670732","13259.216190670732"
"534","13873.925476479022","13873.925476479022","13873.925476479022"
"535","14005.427090517487","14005.427090517487","14005.427090517487"
"536","13944.216096412245","13944.216096412245","13944.216096412245"
"537","13984.093597005418","13984.093597005418","13984.093597005418"
"538","13605.712106852907","13605.712106852907","13605.712106852907"
"539","13590.077414986219","13590.077414986219","13590.077414986219"
"540","13860.993016200866","13860.993016200866","13860.993016200866"
"541","13917.677029663188","13917.677029663188","13917.677029663188"
"542","13996.64109340833","13996.64109340833","13996.64109340833"
"543","13742.216964434743","13742.216964434743","13742.216964434743"
"544","13849.707109516707","13849.707109516707","13849.707109516707"
"545","13688.317129436587","13688.317129436587","13688.317129436587"
"546","13584.532479773283","13584.532479773283","13584.532479773283"
"547","13730.326123569614","13730.326123569614","13730.326123569614"
"548","14025.276045331864","14025.276045331864","14025.276045331864"
"549","13819.901118042268","13819.901118042268","13819.901118042268"
"550","13989.931611134487","13989.931611134487","13989.931611134487"
"551","13681.347873083694","13681.347873083694","13681.347873083694"
"552","13647.106429175903","13647.106429175903","13647.106429175903"
"553","13900.852654694689","13900.852654694689","13900.852654694689"
"554","13832.081320590043","13832.081320590043","13832.081320590043"
"555","13605.38886049645","13605.38886049645","13605.38886049645"
"556","13608.327375442195","13608.327375442195","13608.327375442195"
"557","13834.331293152087","13834.331293152087","13834.331293152087"
"558","13896.69225791422","13896.69225791422","13896.69225791422"
"559","13787.058030206566","13787.058030206566","13787.058030206566"
"560","13806.366393858932","13806.366393858932","13806.366393858932"
"561","13898.843359328019","13898.843359328019","13898.843359328019"
"562","13876.465548463804","13876.465548463804","13876.465548463804"
"563","13903.61263387792","13903.61263387792","13903.61263387792"
"564","13940.127737332887","13940.127737332887","13940.127737332887"
"565","13893.657864048148","13893.657864048148","13893.657864048148"
"566","13938.823286071509","13938.823286071509","13938.823286071509"
"567","13567.867641468605","13567.867641468605","13567.867641468605"
"568","13924.046517584038","13924.046517584038","13924.046517584038"
"569","13849.684779419114","13849.684779419114","13849.684779419114"
"570","13975.940685591006","13975.940685591006","13975.940685591006"
"571","13956.132771112265","13956.132771112265","13956.132771112265"
"572","13883.747258922274","13883.747258922274","13883.747258922274"
"573","13086.50605706207","13086.50605706207","13086.50605706207"
"574","13886.702492512333","13886.702492512333","13886.702492512333"
"575","13757.608931783201","13757.608931783201","13757.608931783201"
"576","13830.470403802363","13830.470403802363","13830.470403802363"
"577","13731.108938556417","13731.108938556417","13731.108938556417"
"578","13867.333101581544","13867.333101581544","13867.333101581544"
"579","13800.599249395918","13800.599249395918","13800.599249395918"
"580","13847.533984213582","13847.533984213582","13847.533984213582"
"581","13856.543503264134","13856.543503264134","13856.543503264134"
"582","13823.874756994066","13823.874756994066","13823.874756994066"
"583","13904.895497196878","13904.895497196878","13904.895497196878"
"584","13268.097821173307","13268.097821173307","13268.097821173307"
"585","13940.565122463684","13940.565122463684","13940.565122463684"
"586","13874.209320718493","13874.209320718493","13874.209320718493"
"587","13802.580237682561","13802.580237682561","13802.580237682561"
"588","13938.378471234364","13938.378471234364","13938.378471234364"
"589","13537.404799327589","13537.404799327589","13537.404799327589"
"590","13687.982675566846","13687.982675566846","13687.982675566846"
"591","13956.231028560936","13956.231028560936","13956.231028560936"
"592","13753.687973036802","13753.687973036802","13753.687973036802"
"593","13868.736162641633","13868.736162641633","13868.736162641633"
"594","13748.668885036886","13748.668885036886","13748.668885036886"
"595","13849.02235261051","13849.02235261051","13849.02235261051"
"596","13889.524230855675","13889.524230855675","13889.524230855675"
"597","13756.661529099003","13756.661529099003","13756.661529099003"
"598","13917.819846843406","13917.819846843406","13917.819846843406"
"599","14006.827783192006","14006.827783192006","14006.827783192006"
"600","13804.480451003365","13804.480451003365","13804.480451003365"
"601","13316.214061450379","13316.214061450379","13316.214061450379"
"602","14008.05361912807","14008.05361912807","14008.05361912807"
"603","13949.303490870903","13949.303490870903","13949.303490870903"
"604","13745.119579183853","13745.119579183853","13745.119579183853"
"605","13888.176838742327","13888.176838742327","13888.176838742327"
"606","13332.252281037947","13332.252281037947","13332.252281037947"
"607","13946.049847901935","13946.049847901935","13946.049847901935"
"608","13896.527392599031","13896.527392599031","13896.527392599031"
"609","9364.201072040216","9364.201072040216","9364.201072040216"
"610","13885.138680562328","13885.138680562328","13885.138680562328"
"611","13824.304877329147","13824.304877329147","13824.304877329147"
"612","13976.622890270473","13976.622890270473","13976.622890270473"
"613","6912.130190440427","6912.130190440427","6912.130190440427"
"614","13985.892309437375","13985.892309437375","13985.892309437375"
"615","13918.007768651461","13918.007768651461","13918.007768651461"
"616","13957.274154473593","13957.274154473593","13957.274154473593"
"617","9306.013737037567","9306.013737037567","9306.013737037567"
"618","13923.896049246769","13923.896049246769","13923.896049246769"
"619","13919.210588403053","13919.210588403053","13919.210588403053"
"620","13840.290200387659","13840.290200387659","13840.290200387659"
"621","13914.881409965657","13914.881409965657","13914.881409965657"
"622","13838.216631762092","13838.216631762092","13838.216631762092"
"623","13813.100824075394","13813.100824075394","13813.100824075394"
"624","13946.457413732358","13946.457413732358","13946.457413732358"
"625","13852.62552848142","13852.62552848142","13852.62552848142"
"626","13992.126871603747","13992.126871603747","13992.126871603747"
"627","13754.767115127797","13754.767115127797","13754.767115127797"
"628","13878.894428041936","13878.894428041936","13878.894428041936"
"629","13930.414307839093","13930.414307839093","13930.414307839093"
"630","9013.894086462686","9013.894086462686","9013.894086462686"
"631","13895.186133825087","13895.186133825087","13895.186133825087"
"632","13863.677520981279","13863.677520981279","13863.677520981279"
"633","13778.227014726828","13778.227014726828","13778.227014726828"
"634","13952.641750606948","13952.641750606948","13952.641750606948"
"635","9212.730530406354","9212.730530406354","9212.730530406354"
"636","13953.843008594917","13953.843008594917","13953.843008594917"
"637","13944.638646585945","13944.638646585945","13944.638646585945"
"638","13572.86994700378","13572.86994700378","13572.86994700378"
"639","13383.045611760966","13383.045611760966","13383.045611760966"
"640","13968.077402275563","13968.077402275563","13968.077402275563"
"641","13902.540011782452","13902.540011782452","13902.540011782452"
"642","13650.57636700148","13650.57636700148","13650.57636700148"
"643","13950.776055586985","13950.776055586985","13950.776055586985"
"644","13801.04270483217","13801.04270483217","13801.04270483217"
"645","13842.438745802116","13842.438745802116","13842.438745802116"
"646","13883.627579764121","13883.627579764121","13883.627579764121"
"647","13790.887336101521","13790.887336101521","13790.887336101521"
"648","13927.011407049597","13927.011407049597","13927.011407049597"
"649","13943.220186603585","13943.220186603585","13943.220186603585"
"650","13779.08897766081","13779.08897766081","13779.08897766081"
"651","13949.273287669008","13949.273287669008","13949.273287669008"
"652","13928.381401658771","13928.381401658771","13928.381401658771"
"653","13843.650849400668","13843.650849400668","13843.650849400668"
"654","13841.405279110275","13841.405279110275","13841.405279110275"
"655","13846.581596318298","13846.581596318298","13846.581596318298"
"656","13920.699365703933","13920.699365703933","13920.699365703933"
