"train/global_step","grpo-SmollM3-3B-GRPO-no-think-v27.05 - _step","grpo-SmollM3-3B-GRPO-no-think-v27.05 - _step__MIN","grpo-SmollM3-3B-GRPO-no-think-v27.05 - _step__MAX","grpo-SmollM3-3B-GRPO-no-think-v27.05 - train/completions/mean_terminated_length","grpo-SmollM3-3B-GRPO-no-think-v27.05 - train/completions/mean_terminated_length__MIN","grpo-SmollM3-3B-GRPO-no-think-v27.05 - train/completions/mean_terminated_length__MAX","grpo-SmollM3-3B-GRPO-no-think-v27.03 - _step","grpo-SmollM3-3B-GRPO-no-think-v27.03 - _step__MIN","grpo-SmollM3-3B-GRPO-no-think-v27.03 - _step__MAX","grpo-SmollM3-3B-GRPO-no-think-v27.03 - train/completions/mean_terminated_length","grpo-SmollM3-3B-GRPO-no-think-v27.03 - train/completions/mean_terminated_length__MIN","grpo-SmollM3-3B-GRPO-no-think-v27.03 - train/completions/mean_terminated_length__MAX","grpo-SmollM3-3B-GRPO-no-think-v27.01 - _step","grpo-SmollM3-3B-GRPO-no-think-v27.01 - _step__MIN","grpo-SmollM3-3B-GRPO-no-think-v27.01 - _step__MAX","grpo-SmollM3-3B-GRPO-no-think-v27.01 - train/completions/mean_terminated_length","grpo-SmollM3-3B-GRPO-no-think-v27.01 - train/completions/mean_terminated_length__MIN","grpo-SmollM3-3B-GRPO-no-think-v27.01 - train/completions/mean_terminated_length__MAX","grpo-SmollM3-3B-GRPO-no-think-v27.02 - _step","grpo-SmollM3-3B-GRPO-no-think-v27.02 - _step__MIN","grpo-SmollM3-3B-GRPO-no-think-v27.02 - _step__MAX","grpo-SmollM3-3B-GRPO-no-think-v27.02 - train/completions/mean_terminated_length","grpo-SmollM3-3B-GRPO-no-think-v27.02 - train/completions/mean_terminated_length__MIN","grpo-SmollM3-3B-GRPO-no-think-v27.02 - train/completions/mean_terminated_length__MAX","grpo-SmollM3-3B-GRPO-no-think-v27.04 - _step","grpo-SmollM3-3B-GRPO-no-think-v27.04 - _step__MIN","grpo-SmollM3-3B-GRPO-no-think-v27.04 - _step__MAX","grpo-SmollM3-3B-GRPO-no-think-v27.04 - train/completions/mean_terminated_length","grpo-SmollM3-3B-GRPO-no-think-v27.04 - train/completions/mean_terminated_length__MIN","grpo-SmollM3-3B-GRPO-no-think-v27.04 - train/completions/mean_terminated_length__MAX","grpo-SmollM3-3B-GRPO-no-think-v27.00 - _step","grpo-SmollM3-3B-GRPO-no-think-v27.00 - _step__MIN","grpo-SmollM3-3B-GRPO-no-think-v27.00 - _step__MAX","grpo-SmollM3-3B-GRPO-no-think-v27.00 - train/completions/mean_terminated_length","grpo-SmollM3-3B-GRPO-no-think-v27.00 - train/completions/mean_terminated_length__MIN","grpo-SmollM3-3B-GRPO-no-think-v27.00 - train/completions/mean_terminated_length__MAX"
"265","103878","103878","103878","1119.4267578125","1119.4267578125","1119.4267578125","103878","103878","103878","1071.92578125","1071.92578125","1071.92578125","103878","103878","103878","737.34375","737.34375","737.34375","103878","103878","103878","877.89453125","877.89453125","877.89453125","103878","103878","103878","958.97265625","958.97265625","958.97265625","103878","103878","103878","578.876953125","578.876953125","578.876953125"
"266","104270","104270","104270","1068.1015625","1068.1015625","1068.1015625","104270","104270","104270","1034.7958984375","1034.7958984375","1034.7958984375","104270","104270","104270","744.94921875","744.94921875","744.94921875","104270","104270","104270","889.243408203125","889.243408203125","889.243408203125","104270","104270","104270","934.6171875","934.6171875","934.6171875","104270","104270","104270","575.126953125","575.126953125","575.126953125"
"267","104662","104662","104662","1099.9052734375","1099.9052734375","1099.9052734375","104662","104662","104662","1046.779296875","1046.779296875","1046.779296875","104662","104662","104662","765.453125","765.453125","765.453125","104662","104662","104662","911.0811157226562","911.0811157226562","911.0811157226562","104662","104662","104662","997.1650390625","997.1650390625","997.1650390625","104662","104662","104662","582.603515625","582.603515625","582.603515625"
"268","105054","105054","105054","1161.5673828125","1161.5673828125","1161.5673828125","105054","105054","105054","1082.2109375","1082.2109375","1082.2109375","105054","105054","105054","780.3587646484375","780.3587646484375","780.3587646484375","105054","105054","105054","938.0146484375","938.0146484375","938.0146484375","105054","105054","105054","1035.7353515625","1035.7353515625","1035.7353515625","105054","105054","105054","617.4873046875","617.4873046875","617.4873046875"
"269","105446","105446","105446","1047.9736328125","1047.9736328125","1047.9736328125","105446","105446","105446","989.25390625","989.25390625","989.25390625","105446","105446","105446","728.771484375","728.771484375","728.771484375","105446","105446","105446","849.391357421875","849.391357421875","849.391357421875","105446","105446","105446","928.1298828125","928.1298828125","928.1298828125","105446","105446","105446","586.1572265625","586.1572265625","586.1572265625"
"270","105838","105838","105838","1159.5888671875","1159.5888671875","1159.5888671875","105838","105838","105838","1056.6201171875","1056.6201171875","1056.6201171875","105838","105838","105838","768.744140625","768.744140625","768.744140625","105838","105838","105838","892.927734375","892.927734375","892.927734375","105838","105838","105838","1028.525390625","1028.525390625","1028.525390625","105838","105838","105838","620.1435546875","620.1435546875","620.1435546875"
"271","106230","106230","106230","1126.56640625","1126.56640625","1126.56640625","106230","106230","106230","1026.458984375","1026.458984375","1026.458984375","106230","106230","106230","753.1806640625","753.1806640625","753.1806640625","106230","106230","106230","900.1407470703125","900.1407470703125","900.1407470703125","106230","106230","106230","1023.8681640625","1023.8681640625","1023.8681640625","106230","106230","106230","605.396484375","605.396484375","605.396484375"
"272","106622","106622","106622","1068.9541015625","1068.9541015625","1068.9541015625","106622","106622","106622","995.84765625","995.84765625","995.84765625","106622","106622","106622","727.1748046875","727.1748046875","727.1748046875","106622","106622","106622","866.3665771484375","866.3665771484375","866.3665771484375","106622","106622","106622","992.765625","992.765625","992.765625","106622","106622","106622","581.2568359375","581.2568359375","581.2568359375"
"273","107014","107014","107014","1138.4873046875","1138.4873046875","1138.4873046875","107014","107014","107014","1022.5859375","1022.5859375","1022.5859375","107014","107014","107014","721.0595703125","721.0595703125","721.0595703125","107014","107014","107014","843.8212890625","843.8212890625","843.8212890625","107014","107014","107014","1034.18359375","1034.18359375","1034.18359375","107014","107014","107014","605.9853515625","605.9853515625","605.9853515625"
"274","107406","107406","107406","1081.3734130859375","1081.3734130859375","1081.3734130859375","107406","107406","107406","974.353515625","974.353515625","974.353515625","107406","107406","107406","712.08203125","712.08203125","712.08203125","107406","107406","107406","799.1875","799.1875","799.1875","107406","107406","107406","1009.810546875","1009.810546875","1009.810546875","107406","107406","107406","571.76953125","571.76953125","571.76953125"
"275","107798","107798","107798","1175.4072265625","1175.4072265625","1175.4072265625","107798","107798","107798","1023.4541015625","1023.4541015625","1023.4541015625","107798","107798","107798","721.0751953125","721.0751953125","721.0751953125","107798","107798","107798","858.869140625","858.869140625","858.869140625","107798","107798","107798","1080.07421875","1080.07421875","1080.07421875","107798","107798","107798","605.64453125","605.64453125","605.64453125"
"276","108190","108190","108190","1121.37109375","1121.37109375","1121.37109375","108190","108190","108190","1018.884765625","1018.884765625","1018.884765625","108190","108190","108190","737.1221923828125","737.1221923828125","737.1221923828125","108190","108190","108190","837.2685546875","837.2685546875","837.2685546875","108190","108190","108190","1096.3271484375","1096.3271484375","1096.3271484375","108190","108190","108190","605.47265625","605.47265625","605.47265625"
"277","108582","108582","108582","1086.4560546875","1086.4560546875","1086.4560546875","108582","108582","108582","996.4423828125","996.4423828125","996.4423828125","108582","108582","108582","715.4267578125","715.4267578125","715.4267578125","108582","108582","108582","831.939453125","831.939453125","831.939453125","108582","108582","108582","1036.3408203125","1036.3408203125","1036.3408203125","108582","108582","108582","597.3330078125","597.3330078125","597.3330078125"
"278","108974","108974","108974","1083.3173828125","1083.3173828125","1083.3173828125","108974","108974","108974","1009.220703125","1009.220703125","1009.220703125","108974","108974","108974","723.93359375","723.93359375","723.93359375","108974","108974","108974","828.6513671875","828.6513671875","828.6513671875","108974","108974","108974","1090.8544921875","1090.8544921875","1090.8544921875","108974","108974","108974","598.3154296875","598.3154296875","598.3154296875"
"279","109366","109366","109366","1096.85546875","1096.85546875","1096.85546875","109366","109366","109366","974.6787109375","974.6787109375","974.6787109375","109366","109366","109366","714.21484375","714.21484375","714.21484375","109366","109366","109366","800.259765625","800.259765625","800.259765625","109366","109366","109366","1106.568359375","1106.568359375","1106.568359375","109366","109366","109366","574.9453125","574.9453125","574.9453125"
"280","109758","109758","109758","1075.72265625","1075.72265625","1075.72265625","109758","109758","109758","923.552734375","923.552734375","923.552734375","109758","109758","109758","692.223876953125","692.223876953125","692.223876953125","109758","109758","109758","784.861328125","784.861328125","784.861328125","109758","109758","109758","1029.431640625","1029.431640625","1029.431640625","109758","109758","109758","584.8193359375","584.8193359375","584.8193359375"
"281","110150","110150","110150","1161.7060546875","1161.7060546875","1161.7060546875","110150","110150","110150","1013.025390625","1013.025390625","1013.025390625","110150","110150","110150","743.1007080078125","743.1007080078125","743.1007080078125","110150","110150","110150","877.2109375","877.2109375","877.2109375","110150","110150","110150","1193.3525390625","1193.3525390625","1193.3525390625","110150","110150","110150","627.4140625","627.4140625","627.4140625"
"282","110542","110542","110542","1129.0537109375","1129.0537109375","1129.0537109375","110542","110542","110542","987.8671875","987.8671875","987.8671875","110542","110542","110542","718.7822265625","718.7822265625","718.7822265625","110542","110542","110542","844.41796875","844.41796875","844.41796875","110542","110542","110542","1097.3154296875","1097.3154296875","1097.3154296875","110542","110542","110542","618.3525390625","618.3525390625","618.3525390625"
"283","110934","110934","110934","1159.6064453125","1159.6064453125","1159.6064453125","110934","110934","110934","1047.638671875","1047.638671875","1047.638671875","110934","110934","110934","771.466796875","771.466796875","771.466796875","110934","110934","110934","892.1455078125","892.1455078125","892.1455078125","110934","110934","110934","1199.9267578125","1199.9267578125","1199.9267578125","110934","110934","110934","650.8740234375","650.8740234375","650.8740234375"
"284","111326","111326","111326","1294.923828125","1294.923828125","1294.923828125","111326","111326","111326","1047.7421875","1047.7421875","1047.7421875","111326","111326","111326","744.6490478515625","744.6490478515625","744.6490478515625","111326","111326","111326","883.990234375","883.990234375","883.990234375","111326","111326","111326","1328.603515625","1328.603515625","1328.603515625","111326","111326","111326","651.005859375","651.005859375","651.005859375"
"285","111718","111718","111718","1192.9375","1192.9375","1192.9375","111718","111718","111718","1021.705078125","1021.705078125","1021.705078125","111718","111718","111718","732.1243896484375","732.1243896484375","732.1243896484375","111718","111718","111718","878.05859375","878.05859375","878.05859375","111718","111718","111718","1222.640625","1222.640625","1222.640625","111718","111718","111718","643.7802734375","643.7802734375","643.7802734375"
"286","112110","112110","112110","1116.9609375","1116.9609375","1116.9609375","112110","112110","112110","970.3186645507812","970.3186645507812","970.3186645507812","112110","112110","112110","703.73779296875","703.73779296875","703.73779296875","112110","112110","112110","811.0029296875","811.0029296875","811.0029296875","112110","112110","112110","1116.10546875","1116.10546875","1116.10546875","112110","112110","112110","623.6328125","623.6328125","623.6328125"
"287","112502","112502","112502","1090.3828125","1090.3828125","1090.3828125","112502","112502","112502","944.9111328125","944.9111328125","944.9111328125","112502","112502","112502","709.4541015625","709.4541015625","709.4541015625","112502","112502","112502","787.10546875","787.10546875","787.10546875","112502","112502","112502","1105.4560546875","1105.4560546875","1105.4560546875","112502","112502","112502","581.8837890625","581.8837890625","581.8837890625"
"288","112894","112894","112894","1228.1884765625","1228.1884765625","1228.1884765625","112894","112894","112894","1050.79296875","1050.79296875","1050.79296875","112894","112894","112894","740.0302734375","740.0302734375","740.0302734375","112894","112894","112894","868.6396484375","868.6396484375","868.6396484375","112894","112894","112894","1248.7490234375","1248.7490234375","1248.7490234375","112894","112894","112894","622.2958984375","622.2958984375","622.2958984375"
"289","113286","113286","113286","1186.2939453125","1186.2939453125","1186.2939453125","113286","113286","113286","981.7978515625","981.7978515625","981.7978515625","113286","113286","113286","714.8916015625","714.8916015625","714.8916015625","113286","113286","113286","813.9609375","813.9609375","813.9609375","113286","113286","113286","1197.05859375","1197.05859375","1197.05859375","113286","113286","113286","615.4853515625","615.4853515625","615.4853515625"
"290","113678","113678","113678","1135.8924560546875","1135.8924560546875","1135.8924560546875","113678","113678","113678","933.61328125","933.61328125","933.61328125","113678","113678","113678","692.8338012695312","692.8338012695312","692.8338012695312","113678","113678","113678","783.55859375","783.55859375","783.55859375","113678","113678","113678","1097.9228515625","1097.9228515625","1097.9228515625","113678","113678","113678","575.8740234375","575.8740234375","575.8740234375"
"291","114070","114070","114070","1003.712890625","1003.712890625","1003.712890625","114070","114070","114070","939.1513671875","939.1513671875","939.1513671875","114070","114070","114070","691.0009765625","691.0009765625","691.0009765625","114070","114070","114070","790.609375","790.609375","790.609375","114070","114070","114070","1033.1884765625","1033.1884765625","1033.1884765625","114070","114070","114070","583.6630859375","583.6630859375","583.6630859375"
"292","114462","114462","114462","1149.947265625","1149.947265625","1149.947265625","114462","114462","114462","1008.978515625","1008.978515625","1008.978515625","114462","114462","114462","729.6090087890625","729.6090087890625","729.6090087890625","114462","114462","114462","837.6240234375","837.6240234375","837.6240234375","114462","114462","114462","1125.2548828125","1125.2548828125","1125.2548828125","114462","114462","114462","590.24609375","590.24609375","590.24609375"
"293","114854","114854","114854","1064.98046875","1064.98046875","1064.98046875","114854","114854","114854","951.82421875","951.82421875","951.82421875","114854","114854","114854","721.8134765625","721.8134765625","721.8134765625","114854","114854","114854","805.9462890625","805.9462890625","805.9462890625","114854","114854","114854","1067.6630859375","1067.6630859375","1067.6630859375","114854","114854","114854","561.208984375","561.208984375","561.208984375"
"294","115246","115246","115246","1105.3154296875","1105.3154296875","1105.3154296875","115246","115246","115246","964.0048828125","964.0048828125","964.0048828125","115246","115246","115246","776.451171875","776.451171875","776.451171875","115246","115246","115246","857.7333984375","857.7333984375","857.7333984375","115246","115246","115246","1121.1845703125","1121.1845703125","1121.1845703125","115246","115246","115246","585.34765625","585.34765625","585.34765625"
